"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","interface","complex_pdb","complex_chain1","complex_chain2","no_pairs","interface_architect","uid1_scl","uid2_Pfam","uid2_scl","uid1_Pfam","pairwise_identity","shared_domain","ecs_complete","ecs_anomaly","af3","test","iptm","ptm","ranking_score","diagonal","string","kurtosis","skewness","squared_skewness","max_ecs","R_squared","r","predict_diag","R2_predict_diag","r_predict_diag","na_contact_5A","ca_contact_15A"
"5236",50741,"ENSG00000186010","NDUFA13","Q9P0J0","NDUAD_HUMAN",144,"Homo sapiens (Human)",0.2,403.8,2.80416666666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAD_HUMAN_1-144_b0.2/align/NDUAD_HUMAN_1-144_b0.2","ENSG00000198888","MT-ND1","P03886","NU1M_HUMAN",318,"Homo sapiens (Human)",0.2,7656.7,24.0776729559748,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU1M_HUMAN_1-318_b0.2/align/NU1M_HUMAN_1-318_b0.2","sepmito_00929491",1,144,1,318,1,"5GPN","r","e",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12628925, ECO:0000269|PubMed:15059901, ECO:0000269|PubMed:15367666}; Single-pass membrane protein {ECO:0000255}; Matrix side. Nucleus {ECO:0000269|PubMed:12628925}. Note=Localizes mainly in the mitochondrion (PubMed:12628925). May be translocated into the nucleus upon IFN/RA treatment. {ECO:0000269|PubMed:12628925, ECO:0000269|PubMed:15059901}.","IPR001694;IPR018086;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03887}; Multi-pass membrane protein {ECO:0000255}.","IPR009346;",12.3,NA,"Complete"," ",NA,"sepmito_00929491_NDUAD_NU1M",NA,NA,NA,"FALSE",1,1.14787165195075,0.526735401288283,0.277450182970328,0.04163,"0.0469371848607733","0.216649913133547","FALSE","FALSE","FALSE",NA,NA
"5256",51627,"ENSG00000131174","COX7B","P24311","COX7B_HUMAN",80,"Homo sapiens (Human)",0.4,93.9,1.17375,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX7B_HUMAN_1-80_b0.4/align/COX7B_HUMAN_1-80_b0.4","ENSG00000198804","MT-CO1","P00395","COX1_HUMAN",513,"Homo sapiens (Human)",0.3,3326.3,6.48401559454191,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX1_HUMAN_1-513_b0.3/align/COX1_HUMAN_1-513_b0.3","sepmito_01298793",1,80,1,513,1,"1OCC","K","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.","IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","IPR008433;IPR023272;",6,NA,"Complete"," ",NA,"sepmito_01298793_COX7B_COX1",NA,NA,NA,"FALSE",1,4.45191365476592,1.84695234716538,3.41123297269972,0.002804,"0.00118375095448416","-0.0344056820087055","FALSE","FALSE","FALSE",NA,NA
"5263",52047,"ENSG00000174886","NDUFA11","Q86Y39","NDUAB_HUMAN",141,"Homo sapiens (Human)",0.2,2616.4,18.5560283687943,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAB_HUMAN_1-141_b0.2/align/NDUAB_HUMAN_1-141_b0.2","ENSG00000198763","MT-ND2","P03891","NU2M_HUMAN",347,"Homo sapiens (Human)",0.4,33790.1,97.3778097982709,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU2M_HUMAN_1-347_b0.4/align/NU2M_HUMAN_1-347_b0.4","sepmito_00400209",1,141,1,347,1,"5GPN","Ag","f",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Multi-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.","IPR050175;IPR010933;IPR003917;IPR001750;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03892}; Multi-pass membrane protein {ECO:0000255}.","IPR039205;",10.1,NA,"Complete"," ",NA,"sepmito_00400209_NDUAB_NU2M",NA,NA,NA,"FALSE",1,0.943099335361742,0.516334093365644,0.266600895971722,0.035782,"0.0320237169307572","0.17895171675834","FALSE","FALSE","FALSE",NA,NA
"5264",52048,"ENSG00000174886","NDUFA11","Q86Y39","NDUAB_HUMAN",141,"Homo sapiens (Human)",0.2,2616.4,18.5560283687943,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAB_HUMAN_1-141_b0.2/align/NDUAB_HUMAN_1-141_b0.2","ENSG00000198886","MT-ND4","P03905","NU4M_HUMAN",459,"Homo sapiens (Human)",0.2,41534.3,90.4886710239652,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU4M_HUMAN_1-459_b0.2/align/NU4M_HUMAN_1-459_b0.2","sepmito_00400178",1,141,1,459,1,"5GPN","Ag","h",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Multi-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.","IPR000260;IPR010227;IPR003918;IPR001750;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03910}; Multi-pass membrane protein {ECO:0000255}.","IPR039205;",9.6,NA,"Complete"," ",NA,"sepmito_00400178_NDUAB_NU4M",NA,NA,NA,"FALSE",1,0.831891274229301,0.469632548500302,0.220554730610889,0.027753,"0.0117966464860103","0.108612368015849","FALSE","FALSE","FALSE",NA,NA
"5265",52049,"ENSG00000174886","NDUFA11","Q86Y39","NDUAB_HUMAN",141,"Homo sapiens (Human)",0.2,2616.4,18.5560283687943,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAB_HUMAN_1-141_b0.2/align/NDUAB_HUMAN_1-141_b0.2","ENSG00000198786","MT-ND5","P03915","NU5M_HUMAN",603,"Homo sapiens (Human)",0.2,42070.4,69.7684908789386,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU5M_HUMAN_1-603_b0.2/align/NU5M_HUMAN_1-603_b0.2","sepmito_00400176",1,141,1,603,1,"5GPN","Ag","j",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Multi-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.","IPR010934;IPR018393;IPR001750;IPR003945;IPR001516;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03920}; Multi-pass membrane protein {ECO:0000255}.","IPR039205;",7.6,NA,"Complete"," ",NA,"sepmito_00400176_NDUAB_NU5M",NA,NA,NA,"FALSE",1,0.989500294289449,0.570148796303524,0.325069649926357,0.022279,"0.0100350612619124","0.100175152916841","FALSE","FALSE","FALSE",NA,NA
"5266",52050,"ENSG00000065518","NDUFB4","O95168","NDUB4_HUMAN",129,"Homo sapiens (Human)",0.2,253,1.96124031007752,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUB4_HUMAN_1-129_b0.2/align/NDUB4_HUMAN_1-129_b0.2","ENSG00000174886","NDUFA11","Q86Y39","NDUAB_HUMAN",141,"Homo sapiens (Human)",0.2,2616.4,18.5560283687943,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAB_HUMAN_1-141_b0.2/align/NDUAB_HUMAN_1-141_b0.2","sepmito_01047375",1,129,1,141,1,"5LC5","m","Y",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.","IPR039205;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Multi-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.","IPR009866;",15.4,NA,"Complete"," ",NA,"sepmito_01047375_NDUB4_NDUAB",NA,NA,NA,"FALSE",1,0.608074888599702,0.488263140905611,0.238400894767012,0.082971,"0.027244531083945","-0.165059174491892","FALSE","FALSE","FALSE",NA,NA
"5301",5281,"ENSG00000130349","MTRES1","Q9P0P8","MRES1_HUMAN",240,"Homo sapiens (Human)",0.2,197.7,0.82375,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MRES1_HUMAN_1-240_b0.2/align/MRES1_HUMAN_1-240_b0.2","ENSG00000130921","C12ORF65","Q9H3J6","CL065_HUMAN",166,"Homo sapiens (Human)",0.3,8237.3,49.6222891566265,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CL065_HUMAN_1-166_b0.3/align/CL065_HUMAN_1-166_b0.3","sepmito_01122110",1,240,1,166,1,"7A5H","G","C",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:31226201, ECO:0000269|PubMed:31396629}.",NA,NA,NA,18.9,NA,"Complete"," ",NA,"sepmito_01122110_MRES1_CL065",NA,NA,NA,"FALSE",1,1.08680020835169,0.473262776408236,0.223977655533632,0.052771,"0.00420593977812073","0.0648532171763339","FALSE","FALSE","FALSE",NA,NA
"5303",53178,"ENSG00000062582","MRPS24","Q96EL2","RT24_HUMAN",167,"Homo sapiens (Human)",0.5,162.1,0.970658682634731,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT24_HUMAN_1-167_b0.5/align/RT24_HUMAN_1-167_b0.5","ENSG00000090263","MRPS33","Q9Y291","RT33_HUMAN",106,"Homo sapiens (Human)",0.2,477.4,4.50377358490566,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT33_HUMAN_1-106_b0.2/align/RT33_HUMAN_1-106_b0.2","sepmito_01185684",1,167,1,106,1,"3J9M","AC","AZ",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR013219;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279123}.","IPR026146;",14.9,NA,"Complete"," ",NA,"sepmito_01185684_RT24_RT33",NA,NA,NA,"FALSE",1,1.12708682315474,0.622984936166924,0.388110230690906,0.058171,"0.075988650986082","0.275660390673165","FALSE","FALSE","FALSE",NA,NA
"5307",53182,"ENSG00000102738","MRPS31","Q92665","RT31_HUMAN",395,"Homo sapiens (Human)",0.2,230.9,0.584556962025316,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT31_HUMAN_1-395_b0.2/align/RT31_HUMAN_1-395_b0.2","ENSG00000062582","MRPS24","Q96EL2","RT24_HUMAN",167,"Homo sapiens (Human)",0.5,162.1,0.970658682634731,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT24_HUMAN_1-167_b0.5/align/RT24_HUMAN_1-167_b0.5","sepmito_01069460",1,395,1,167,1,"3J9M","AY","AC",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279123}.","IPR026146;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR026299;",11.9,NA,"Complete"," ",NA,"sepmito_01069460_RT31_RT24",NA,NA,NA,"FALSE",1,1.59996783137493,0.608682938845244,0.370494920041283,0.057979,"0.000867207547026649","0.0294483878510633","FALSE","FALSE","FALSE",NA,NA
"5320",53980,"ENSG00000175110","MRPS22","P82650","RT22_HUMAN",360,"Homo sapiens (Human)",0.2,211.4,0.587222222222222,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT22_HUMAN_1-360_b0.2/align/RT22_HUMAN_1-360_b0.2","ENSG00000203624","MRPS18B","Q9Y676","RT18B_HUMAN",258,"Homo sapiens (Human)",0.2,174.5,0.676356589147287,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT18B_HUMAN_1-258_b0.2/align/RT18B_HUMAN_1-258_b0.2","sepmito_01103248",1,360,1,258,1,"3J9M","AR","AO",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR040054;IPR001648;IPR036870;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR019374;",16.3,NA,"Complete"," ",NA,"sepmito_01103248_RT22_RT18B",NA,NA,NA,"FALSE",1,0.963810945027182,0.498117468263764,0.248121012189501,0.029431,"0.00485472293110615","-0.0696758418040725","FALSE","FALSE","FALSE",NA,NA
"5328",54486,"ENSG00000102738","MRPS31","Q92665","RT31_HUMAN",395,"Homo sapiens (Human)",0.2,230.9,0.584556962025316,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT31_HUMAN_1-395_b0.2/align/RT31_HUMAN_1-395_b0.2","ENSG00000090263","MRPS33","Q9Y291","RT33_HUMAN",106,"Homo sapiens (Human)",0.2,477.4,4.50377358490566,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT33_HUMAN_1-106_b0.2/align/RT33_HUMAN_1-106_b0.2","sepmito_01069319",1,395,1,106,1,"3J9M","AY","AZ",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279123}.","IPR013219;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279123}.","IPR026299;",9.1,NA,"Complete"," ",NA,"sepmito_01069319_RT31_RT33",NA,NA,NA,"FALSE",1,1.73448993331799,0.685958004964381,0.470538384574714,0.047135,"0.00595603200970736","-0.0771753329095984","FALSE","FALSE","FALSE",NA,NA
"5344",56813,"ENSG00000241468","ATP5MF","P56134","ATPK_HUMAN",94,"Homo sapiens (Human)",0.2,573.4,6.1,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPK_HUMAN_1-94_b0.2/align/ATPK_HUMAN_1-94_b0.2","ENSG00000156411","ATP5MPL","P56378","ATP68_HUMAN",58,"Homo sapiens (Human)",0.3,5038.7,86.8741379310345,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP68_HUMAN_1-58_b0.3/align/ATP68_HUMAN_1-58_b0.3","sepmito_00825279",1,94,1,58,1,"6TT7","R","P",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.","IPR012574;","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:24330338}; Single-pass membrane protein {ECO:0000255}.","IPR019344;",15.8,NA,"Complete"," ",NA,"sepmito_00825279_ATPK_ATP68",NA,NA,NA,"FALSE",1,0.631181755501272,0.512966423704454,0.263134551848138,0.054374,"0.0241941999345645","0.155544848627541","FALSE","FALSE","FALSE",NA,NA
"5345",56814,"ENSG00000156411","ATP5MPL","P56378","ATP68_HUMAN",58,"Homo sapiens (Human)",0.3,5038.7,86.8741379310345,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP68_HUMAN_1-58_b0.3/align/ATP68_HUMAN_1-58_b0.3","ENSG00000228253","MT-ATP8","P03928","ATP8_HUMAN",68,"Homo sapiens (Human)",0.3,6311,92.8088235294118,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP8_HUMAN_1-68_b0.3/align/ATP8_HUMAN_1-68_b0.3","sepmito_00260288",1,58,1,68,1,"8H9F","P","Q",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:24330338}; Single-pass membrane protein {ECO:0000255}.","IPR039017;IPR001421;","SUBCELLULAR LOCATION: Mitochondrion membrane; Single-pass membrane protein.","IPR012574;",14.5,NA,"Complete"," ",NA,"sepmito_00260288_ATP68_ATP8",NA,NA,NA,"FALSE",1,1.3629986907038,0.415667289596656,0.17277929564063,0.088401,"0.0629768044450886","-0.25095179705491","FALSE","FALSE","FALSE",NA,NA
"5349",56818,"ENSG00000248919","ATP5MF-PTCD1","G3V325","G3V325_HUMAN",749,"Homo sapiens (Human)",0.2,116,0.154873164218959,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/G3V325_HUMAN_1-749_b0.2/align/G3V325_HUMAN_1-749_b0.2","ENSG00000156411","ATP5MPL","P56378","ATP68_HUMAN",58,"Homo sapiens (Human)",0.3,5038.7,86.8741379310345,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP68_HUMAN_1-58_b0.3/align/ATP68_HUMAN_1-58_b0.3","sepmito_01253380",1,749,1,58,1,"6TT7","R","P",1,"1 : 1",NA,"IPR012574;","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:24330338}; Single-pass membrane protein {ECO:0000255}.","IPR002885;IPR033443;IPR011990;",2.8,NA,"Complete"," ",NA,"sepmito_01253380_G3V325_ATP68",NA,NA,NA,"FALSE",1,2.47922898722339,0.878790577467883,0.772272879046335,0.015026,"0.0766851360828122","0.276920811935131","FALSE","FALSE","FALSE",NA,NA
"5353",57336,"ENSG00000198804","MT-CO1","P00395","COX1_HUMAN",513,"Homo sapiens (Human)",0.3,3326.3,6.48401559454191,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX1_HUMAN_1-513_b0.3/align/COX1_HUMAN_1-513_b0.3","ENSG00000160471","COX6B2","Q6YFQ2","CX6B2_HUMAN",88,"Homo sapiens (Human)",0.2,1559.9,17.7261363636364,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CX6B2_HUMAN_1-88_b0.2/align/CX6B2_HUMAN_1-88_b0.2","sepmito_00354598",1,513,1,88,1,"1OCC","A","H",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","IPR048280;IPR036549;IPR003213;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00429}; Peripheral membrane protein {ECO:0000250|UniProtKB:P00429}; Intermembrane side {ECO:0000250|UniProtKB:P00429}.","IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;",5.1,NA,"Complete"," ",NA,"sepmito_00354598_COX1_CX6B2",NA,NA,NA,"FALSE",1,0.909696171561357,0.757307633782897,0.573514852185851,0.022774,"0.0567745691880599","-0.238274147124819","FALSE","FALSE","FALSE",NA,NA
"5356",57339,"ENSG00000160471","COX6B2","Q6YFQ2","CX6B2_HUMAN",88,"Homo sapiens (Human)",0.2,1559.9,17.7261363636364,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CX6B2_HUMAN_1-88_b0.2/align/CX6B2_HUMAN_1-88_b0.2","ENSG00000198938","MT-CO3","P00414","COX3_HUMAN",261,"Homo sapiens (Human)",0.2,8454.8,32.3938697318008,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX3_HUMAN_1-261_b0.2/align/COX3_HUMAN_1-261_b0.2","sepmito_00526962",1,88,1,261,1,"1OCC","H","C",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00429}; Peripheral membrane protein {ECO:0000250|UniProtKB:P00429}; Intermembrane side {ECO:0000250|UniProtKB:P00429}.","IPR024791;IPR033945;IPR000298;IPR035973;IPR013833;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","IPR048280;IPR036549;IPR003213;",9.6,NA,"Complete"," ",NA,"sepmito_00526962_CX6B2_COX3",NA,NA,NA,"FALSE",1,1.23146111842215,0.674183936312984,0.45452397998247,0.037697,"0.00215882465934558","-0.0464631537817395","FALSE","FALSE","FALSE",NA,NA
"5359",57342,"ENSG00000160471","COX6B2","Q6YFQ2","CX6B2_HUMAN",88,"Homo sapiens (Human)",0.2,1559.9,17.7261363636364,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CX6B2_HUMAN_1-88_b0.2/align/CX6B2_HUMAN_1-88_b0.2","ENSG00000185633","NDUFA4L2","Q9NRX3","NUA4L_HUMAN",87,"Homo sapiens (Human)",0.2,1918.5,22.051724137931,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NUA4L_HUMAN_1-87_b0.2/align/NUA4L_HUMAN_1-87_b0.2","sepmito_00527144",1,88,1,87,1,"5Z62","H","N",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00429}; Peripheral membrane protein {ECO:0000250|UniProtKB:P00429}; Intermembrane side {ECO:0000250|UniProtKB:P00429}.","IPR010530;",NA,"IPR048280;IPR036549;IPR003213;",11,NA,"Complete"," ",NA,"sepmito_00527144_CX6B2_NUA4L",NA,NA,NA,"FALSE",0,1.46124924352285,0.539684099448454,0.291258927197489,0.029599,"0.00088644255333503","-0.0297731851392328","FALSE","FALSE","FALSE",NA,NA
"5360",58923,"ENSG00000131055","COX4I2","Q96KJ9","COX42_HUMAN",171,"Homo sapiens (Human)",0.2,687.5,4.02046783625731,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX42_HUMAN_1-171_b0.2/align/COX42_HUMAN_1-171_b0.2","ENSG00000198804","MT-CO1","P00395","COX1_HUMAN",513,"Homo sapiens (Human)",0.3,3326.3,6.48401559454191,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX1_HUMAN_1-513_b0.3/align/COX1_HUMAN_1-513_b0.3","sepmito_00766330",1,171,1,513,1,"1OCC","D","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00423}; Single-pass membrane protein {ECO:0000250|UniProtKB:P00423}.","IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","IPR013288;IPR004203;IPR036639;",10.1,NA,"Complete"," ",NA,"sepmito_00766330_COX42_COX1",NA,NA,NA,"FALSE",1,1.68794270999758,0.745270053657406,0.555427452878513,0.023447,"0.00406504472712871","0.0637577032767704","FALSE","FALSE","FALSE",NA,NA
"5367",59074,"ENSG00000277936","MRPL45","Q9BRJ2","RM45_HUMAN",306,"Homo sapiens (Human)",0.2,785.5,2.56699346405229,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM45_HUMAN_1-306_b0.2/align/RM45_HUMAN_1-306_b0.2","ENSG00000154719","MRPL39","Q9NYK5","RM39_HUMAN",338,"Homo sapiens (Human)",0.2,6689.2,19.7905325443787,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM39_HUMAN_1-338_b0.2/align/RM39_HUMAN_1-338_b0.2","sepmito_00721765",1,306,1,338,1,"3J7Y","d","7",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042, ECO:0000269|PubMed:33602856}.","IPR012675;IPR050062;IPR004095;IPR012676;IPR018163;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR051975;IPR032710;IPR007379;",17.1,NA,"Complete"," ",NA,"sepmito_00721765_RM45_RM39",NA,NA,NA,"FALSE",1,1.27046179113545,0.638322383063134,0.407455464719399,0.044032,"0.000670041102229261","0.0258851521577382","FALSE","FALSE","FALSE",NA,NA
"5383",61918,"ENSG00000241468","ATP5MF","P56134","ATPK_HUMAN",94,"Homo sapiens (Human)",0.2,573.4,6.1,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPK_HUMAN_1-94_b0.2/align/ATPK_HUMAN_1-94_b0.2","ENSG00000249222","ATP5L2","Q7Z4Y8","AT5L2_HUMAN",100,"Homo sapiens (Human)",0.2,634.2,6.342,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AT5L2_HUMAN_1-100_b0.2/align/AT5L2_HUMAN_1-100_b0.2","sepmito_00825547",1,94,1,100,1,"6TT7","R","S",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.","IPR006808;IPR016702;","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}.","IPR019344;",17.5,NA,"Complete"," ",NA,"sepmito_00825547_ATPK_AT5L2",NA,NA,NA,"FALSE",1,0.72217078414801,0.470490777107582,0.221361571343296,0.112875,"0.0198345807215014","0.140835296433463","FALSE","FALSE","FALSE",NA,NA
"5388",64228,"ENSG00000198804","MT-CO1","P00395","COX1_HUMAN",513,"Homo sapiens (Human)",0.3,3326.3,6.48401559454191,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX1_HUMAN_1-513_b0.3/align/COX1_HUMAN_1-513_b0.3","ENSG00000198938","MT-CO3","P00414","COX3_HUMAN",261,"Homo sapiens (Human)",0.2,8454.8,32.3938697318008,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX3_HUMAN_1-261_b0.2/align/COX3_HUMAN_1-261_b0.2","sepmito_00354203",1,513,1,261,1,"1OCC","A","C",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","IPR024791;IPR033945;IPR000298;IPR035973;IPR013833;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;",14.2,NA,"Complete"," ","complete","sepmito_00354203_COX1_COX3",0.92,0.92,0.93,"FALSE",1,7.00697843366234,0.938077770268091,0.879989903071153,0.224946,"0.0458396990534977","0.214102076247517","FALSE","FALSE","FALSE",NA,NA
